x,y,case
-0.169,-0.088,6.000
-0.210,0.278,6.000
0.113,0.281,6.000
0.110,0.220,6.000
-0.345,0.141,6.000
-0.583,0.328,6.000
0.275,-0.202,6.000
-0.023,0.021,6.000
-0.266,0.234,6.000
0.012,0.045,6.000
-0.519,0.170,6.000
0.277,0.112,6.000
0.272,0.001,6.000
-0.208,0.407,6.000
0.061,0.447,6.000
-0.047,0.154,6.000
-0.248,0.140,6.000
-0.479,0.122,6.000
0.294,-0.317,6.000
0.078,0.041,6.000
-0.071,-0.387,6.000
0.274,0.393,6.000
-0.368,0.428,6.000
-0.480,-0.077,6.000
0.503,-0.195,6.000
-0.231,0.122,6.000
-0.485,-0.152,6.000
0.074,-0.208,6.000
-0.138,-0.135,6.000
0.235,-0.853,6.000
-0.208,0.399,6.000
0.359,-0.232,6.000
-0.111,-0.213,6.000
0.071,-0.002,6.000
0.078,0.087,6.000
-0.053,-0.063,6.000
-0.396,-0.087,6.000
-0.572,-0.011,6.000
0.426,0.147,6.000
-0.098,-0.048,6.000
0.100,-0.368,6.000
0.622,-0.619,6.000
-0.261,0.717,6.000
0.317,-0.011,6.000
-0.067,-0.305,6.000
0.030,-0.347,6.000
-0.322,0.798,6.000
0.351,-0.573,6.000
-0.063,-0.171,6.000
0.039,0.269,6.000
0.261,-0.414,6.000
0.082,-0.150,6.000
0.453,-0.134,6.000
-0.219,0.443,6.000
-0.517,0.120,6.000
-0.027,-0.316,6.000
-0.514,0.480,6.000
-0.352,0.402,6.000
0.150,-0.342,6.000
-0.228,0.254,6.000
-0.261,0.091,6.000
0.160,0.189,6.000
0.475,-0.164,6.000
-0.189,-0.051,6.000
0.083,-0.277,6.000
0.313,-0.008,6.000
-0.344,-0.186,6.000
-0.595,0.559,6.000
-0.008,-0.392,6.000
0.293,-0.021,6.000
-0.388,0.158,6.000
-0.241,-0.243,6.000
-0.052,0.292,6.000
-0.050,0.049,6.000
0.272,0.326,6.000
-0.069,0.364,6.000
0.278,0.515,6.000
0.040,-0.159,6.000
-0.572,0.344,6.000
-0.072,-0.815,6.000
0.326,-0.035,6.000
-0.410,-0.233,6.000
-0.646,-0.052,6.000
0.645,-0.373,6.000
0.321,-0.356,6.000
-0.458,0.159,6.000
-0.232,-0.669,6.000
0.413,-0.331,6.000
-0.373,-0.106,6.000
-0.278,-0.657,6.000
0.278,0.017,6.000
0.320,-0.043,6.000
-0.427,0.241,6.000
0.620,-0.634,6.000
0.283,0.055,6.000
-0.265,0.180,6.000
-0.253,0.324,6.000
-0.440,0.241,6.000
-0.534,0.280,6.000
0.062,-0.634,6.000
-0.032,0.028,6.000
-0.015,-0.013,6.000
-0.483,0.113,6.000
-0.464,0.633,6.000
0.170,-0.141,6.000
-0.146,0.119,6.000
0.371,-0.487,6.000
0.090,-0.480,6.000
0.057,0.261,6.000
0.541,0.112,6.000
0.530,-0.308,6.000
-0.104,0.264,6.000
-0.339,-0.081,6.000
-0.890,0.132,6.000
0.296,-0.356,6.000
-0.167,0.363,6.000
0.101,0.074,6.000
0.181,0.463,6.000
0.306,-0.315,6.000
-0.206,-0.350,6.000
-0.250,0.306,6.000
-0.048,0.078,6.000
-0.481,-0.450,6.000
-0.257,-0.068,6.000
0.241,-0.248,6.000
-0.293,0.328,6.000
-0.064,-0.071,6.000
0.412,-0.345,6.000
-0.573,0.488,6.000
0.304,-0.244,6.000
0.231,-0.504,6.000
0.344,-0.347,6.000
-0.083,-0.117,6.000
0.177,-0.019,6.000
-0.246,0.541,6.000
0.014,0.148,6.000
0.075,0.270,6.000
0.065,0.010,6.000
-0.193,0.362,6.000
-0.221,0.214,6.000
-0.163,0.212,6.000
-0.555,0.204,6.000
0.261,-0.451,6.000
-0.016,0.085,6.000
-0.255,-0.185,6.000
0.105,-0.142,6.000
-0.071,-0.038,6.000
-0.263,0.242,6.000
0.187,-0.015,6.000
-0.244,-0.044,6.000
0.035,0.204,6.000
-0.300,0.368,6.000
0.014,-0.322,6.000
0.260,-0.466,6.000
0.348,-0.007,6.000
-0.313,0.490,6.000
-0.645,0.113,6.000
-0.232,-0.099,6.000
0.080,-0.189,6.000
-0.260,0.081,6.000
-0.057,-0.107,6.000
-0.481,-0.291,6.000
-0.327,0.001,6.000
-0.092,1.058,6.000
0.290,-0.004,6.000
-0.147,-0.005,6.000
-0.197,0.311,6.000
-0.398,-0.176,6.000
-0.064,0.134,6.000
0.202,-0.102,6.000
-0.347,0.312,6.000
-0.111,0.231,6.000
0.027,0.032,6.000
-0.084,-0.189,6.000
0.073,0.252,6.000
-0.041,-0.076,6.000
-0.345,-0.143,6.000
-0.050,-0.408,6.000
0.183,0.161,6.000
-0.078,0.314,6.000
-0.489,0.534,6.000
-0.005,0.178,6.000
0.032,0.123,6.000
-0.320,0.516,6.000
0.045,0.040,6.000
0.079,0.092,6.000
0.243,-0.192,6.000
0.339,-0.240,6.000
0.339,0.174,6.000
0.006,-0.350,6.000
-0.003,0.081,6.000
0.227,0.074,6.000
0.248,-0.271,6.000
-0.020,-0.456,6.000
0.228,-0.323,6.000
-0.384,0.415,6.000
-0.292,0.174,6.000
-0.247,-0.050,6.000
0.261,-0.291,6.000
0.300,-0.035,6.000
0.079,-0.311,6.000
-0.143,0.326,6.000
-0.366,-0.077,6.000
-0.847,0.051,6.000
0.007,0.136,6.000
-0.132,-0.009,6.000
0.431,-0.128,6.000
-0.240,-0.131,6.000
0.601,-0.533,6.000
-0.195,0.299,6.000
-0.020,-0.077,6.000
-0.084,-0.489,6.000
0.073,-0.002,6.000
-0.217,0.200,6.000
0.272,-0.283,6.000
-0.335,0.055,6.000
0.273,0.082,6.000
-0.215,0.714,6.000
0.067,0.086,6.000
-0.506,-0.274,6.000
0.083,-0.012,6.000
-0.556,-0.117,6.000
-0.069,-0.267,6.000
0.018,0.155,6.000
-0.378,0.642,6.000
-0.023,0.060,6.000
-0.288,-0.396,6.000
-0.129,0.200,6.000
-0.278,0.103,6.000
-0.207,0.637,6.000
-0.050,0.086,6.000
0.044,-0.363,6.000
-0.097,-0.048,6.000
0.405,-0.591,6.000
0.108,0.156,6.000
0.360,0.058,6.000
0.094,0.389,6.000
0.153,-0.717,6.000
0.035,0.063,6.000
0.214,0.220,6.000
-0.165,-0.111,6.000
-0.100,0.271,6.000
-0.454,0.734,6.000
0.658,-0.579,6.000
0.141,0.137,6.000
0.712,0.030,6.000
-0.234,-0.339,6.000
0.154,-0.429,6.000
-0.467,-0.176,6.000
0.171,-0.137,6.000
0.310,-0.420,6.000
-0.210,0.022,6.000
-0.461,0.271,6.000
0.247,0.005,6.000
0.303,0.068,6.000
0.085,0.196,6.000
0.144,-0.236,6.000
0.375,-0.489,6.000
-0.324,0.280,6.000
0.581,-0.265,6.000
-0.339,0.016,6.000
0.404,0.182,6.000
0.592,0.012,6.000
0.230,0.055,6.000
-0.203,0.181,6.000
0.193,0.085,6.000
-0.699,0.780,6.000
-0.355,0.435,6.000
0.428,-0.270,6.000
-0.253,0.450,6.000
-0.721,0.136,6.000
-0.742,0.786,6.000
0.171,0.251,6.000
-0.162,0.379,6.000
-0.484,-0.001,6.000
-0.010,0.391,6.000
-0.146,-0.047,6.000
-0.285,-0.054,6.000
-0.271,-0.225,6.000
-0.396,-0.171,6.000
-0.405,0.339,6.000
0.454,0.016,6.000
-0.015,-0.051,6.000
0.073,-0.086,6.000
-0.399,0.413,6.000
0.372,-0.279,6.000
-0.282,0.412,6.000
-0.195,-0.278,6.000
0.109,-0.167,6.000
-0.301,0.169,6.000
-0.310,0.161,6.000
-0.062,-0.454,6.000
0.231,-0.050,6.000
-0.118,-0.160,6.000
-0.098,-0.287,6.000
0.370,-0.337,6.000
-0.234,0.533,6.000
0.123,0.030,6.000
0.274,-0.343,6.000
-0.215,-0.125,6.000
0.062,-0.032,6.000
-0.104,-0.191,7.000
0.425,-0.299,7.000
-0.235,0.247,7.000
0.084,0.252,7.000
-0.492,0.236,7.000
0.367,-0.449,7.000
0.281,-0.262,7.000
-0.372,0.314,7.000
-0.054,-0.087,7.000
0.452,-0.701,7.000
-0.084,0.219,7.000
0.380,-0.103,7.000
0.276,0.016,7.000
-0.079,0.278,7.000
0.274,-0.188,7.000
-0.245,-0.163,7.000
-0.277,-0.043,7.000
-0.255,-0.029,7.000
0.255,-0.183,7.000
-0.394,0.185,7.000
0.216,-0.410,7.000
-0.363,0.044,7.000
-0.153,0.201,7.000
-0.100,0.294,7.000
0.144,-0.155,7.000
0.739,-0.506,7.000
0.460,-0.298,7.000
-0.045,-0.031,7.000
-0.414,0.002,7.000
-0.303,0.329,7.000
-0.277,0.220,7.000
0.093,0.070,7.000
0.027,-0.019,7.000
0.238,-0.059,7.000
-0.285,0.269,7.000
0.073,-0.076,7.000
-0.267,0.215,7.000
0.032,0.296,7.000
-0.440,0.171,7.000
0.476,-0.717,7.000
-0.305,0.105,7.000
-0.079,0.148,7.000
0.096,-0.078,7.000
-0.250,0.313,7.000
0.408,-0.300,7.000
0.928,-0.456,7.000
0.310,-0.256,7.000
0.219,-0.232,7.000
0.333,0.030,7.000
0.330,0.106,7.000
-0.260,0.354,7.000
-0.653,0.111,7.000
0.012,0.059,7.000
0.324,-0.343,7.000
0.129,0.035,7.000
0.071,0.328,7.000
0.034,-0.131,7.000
-0.482,0.453,7.000
-0.283,0.025,7.000
-0.248,0.294,7.000
-0.083,-0.101,7.000
-0.142,0.186,7.000
0.235,-0.136,7.000
0.091,-0.256,7.000
0.137,-0.036,7.000
-0.486,0.276,7.000
-0.091,-0.102,7.000
-0.393,0.594,7.000
0.276,0.099,7.000
-0.007,-0.173,7.000
-0.062,0.076,7.000
0.496,-0.170,7.000
-0.030,0.165,7.000
-0.356,0.531,7.000
0.147,0.072,7.000
-0.090,0.348,7.000
0.645,-0.402,7.000
-0.005,-0.084,7.000
0.012,-0.137,7.000
-0.372,0.295,7.000
-0.440,0.438,7.000
0.309,-0.035,7.000
0.445,-0.301,7.000
-0.104,0.052,7.000
0.333,-0.021,7.000
-0.235,0.048,7.000
0.703,-0.518,7.000
0.109,0.015,7.000
-0.664,0.772,7.000
0.473,-0.422,7.000
-0.484,0.251,7.000
0.488,-0.526,7.000
-0.461,0.426,7.000
0.245,-0.626,7.000
-0.252,0.530,7.000
0.103,-0.017,7.000
0.115,-0.296,7.000
-0.059,-0.000,7.000
-0.157,0.203,7.000
0.230,-0.187,7.000
0.103,-0.311,7.000
0.598,-0.049,7.000
0.170,0.043,7.000
0.314,-0.199,7.000
-0.421,0.555,7.000
-0.010,-0.176,7.000
0.448,-0.586,7.000
-0.705,0.267,7.000
0.204,-0.078,7.000
-0.239,0.380,7.000
-0.144,0.030,7.000
-0.063,0.201,7.000
-0.488,0.563,7.000
0.162,-0.094,7.000
-0.104,-0.082,7.000
-0.171,0.188,7.000
-0.045,-0.338,7.000
0.390,-0.247,7.000
0.144,0.205,7.000
-0.081,0.153,7.000
-0.322,0.254,7.000
0.131,-0.272,7.000
-0.280,0.436,7.000
-0.188,0.062,7.000
-0.057,0.166,7.000
-0.526,0.327,7.000
0.401,-0.362,7.000
-0.391,0.476,7.000
0.137,-0.152,7.000
0.111,-0.013,7.000
-0.338,0.141,7.000
-0.423,0.139,7.000
-0.033,-0.017,7.000
0.173,-0.306,7.000
0.815,-0.549,7.000
-0.140,0.272,7.000
-0.003,0.123,7.000
0.348,-0.386,7.000
-0.162,0.212,7.000
-0.110,-0.055,7.000
-0.646,0.335,7.000
-0.067,0.071,7.000
0.070,-0.207,7.000
-0.251,0.152,7.000
0.123,-0.073,7.000
-0.066,0.286,7.000
-0.025,0.092,7.000
0.019,0.252,7.000
0.160,0.155,7.000
0.216,0.006,7.000
0.026,-0.063,7.000
0.335,-0.164,7.000
-0.208,-0.017,7.000
-0.057,0.282,7.000
0.127,-0.162,7.000
0.124,0.042,7.000
0.148,-0.627,7.000
0.294,0.016,7.000
0.181,0.069,7.000
0.178,-0.277,7.000
-0.036,-0.137,7.000
-0.213,0.159,7.000
0.018,-0.116,7.000
-0.352,0.253,7.000
-0.188,0.002,7.000
-0.305,0.947,7.000
-0.423,0.165,7.000
0.019,-0.064,7.000
0.196,-0.349,7.000
0.176,-0.358,7.000
0.816,-0.469,7.000
-0.269,0.149,7.000
-0.872,0.731,7.000
-0.338,0.482,7.000
-0.082,0.376,7.000
-0.099,-0.040,7.000
-0.244,0.140,7.000
0.370,-0.086,7.000
-0.123,0.086,7.000
-0.062,0.006,7.000
0.021,-0.051,7.000
0.205,-0.378,7.000
0.641,-0.618,7.000
-0.520,0.203,7.000
0.243,-0.443,7.000
-0.328,0.523,7.000
0.370,-0.233,7.000
0.017,-0.132,7.000
-0.413,0.266,7.000
0.151,-0.050,7.000
0.251,-0.205,7.000
-0.135,-0.138,7.000
-0.475,0.231,7.000
0.713,-0.346,7.000
0.520,-0.388,7.000
-0.104,-0.036,7.000
-0.153,0.392,7.000
-0.409,0.626,7.000
0.141,-0.271,7.000
0.631,-0.536,7.000
-0.118,-0.100,7.000
-1.043,0.642,7.000
0.501,-0.266,7.000
0.467,-0.157,7.000
-0.526,0.143,7.000
-0.645,0.261,7.000
0.420,-0.477,7.000
0.384,-0.556,7.000
-0.164,-0.247,7.000
0.223,-0.140,7.000
0.375,-0.157,7.000
-0.743,0.538,7.000
-0.215,0.117,7.000
-0.334,0.539,7.000
0.065,-0.048,7.000
0.155,0.178,7.000
-0.240,0.097,7.000
0.034,-0.160,7.000
-0.207,0.301,7.000
-0.429,0.288,7.000
-0.104,-0.110,7.000
-0.144,0.138,7.000
-0.392,0.225,7.000
-0.208,0.272,7.000
-0.066,0.250,7.000
-0.366,0.276,7.000
0.371,-0.001,7.000
-0.127,0.270,7.000
-0.441,0.368,7.000
0.415,-0.035,7.000
0.027,0.012,7.000
0.324,-0.228,7.000
-0.231,0.295,7.000
-0.218,0.163,7.000
-0.265,0.342,7.000
-0.070,-0.164,7.000
-0.463,0.350,7.000
-0.159,-0.290,7.000
-0.487,0.184,7.000
0.104,-0.131,7.000
-0.242,0.104,7.000
0.453,-0.385,7.000
0.096,-0.502,7.000
-0.729,0.551,7.000
-0.512,0.277,7.000
0.115,0.065,7.000
-0.143,0.304,7.000
0.652,-0.819,7.000
0.203,0.224,7.000
-0.111,0.180,7.000
-0.117,0.215,7.000
0.693,-0.347,7.000
0.195,-0.274,7.000
-0.055,-0.133,7.000
0.158,-0.154,7.000
-0.114,0.015,7.000
-0.713,0.402,7.000
-0.687,0.837,7.000
0.047,-0.090,7.000
0.021,-0.065,7.000
0.298,-0.166,7.000
-0.385,0.227,7.000
0.188,-0.305,7.000
0.665,-0.305,7.000
-0.464,0.424,7.000
0.117,-0.018,7.000
0.015,-0.139,7.000
0.184,-0.145,7.000
-0.159,0.063,7.000
-0.230,0.053,7.000
-0.050,0.147,7.000
0.185,-0.119,7.000
-0.591,0.589,7.000
-0.011,-0.044,7.000
0.087,0.088,7.000
0.343,-0.369,7.000
-0.019,-0.086,7.000
-0.434,0.419,7.000
-0.453,0.349,7.000
0.336,-0.482,7.000
-0.162,0.121,7.000
-0.009,-0.003,7.000
0.102,0.124,7.000
-0.076,-0.160,7.000
0.319,-0.226,7.000
-0.265,0.401,7.000
-0.227,0.084,7.000
-0.342,0.315,7.000
-0.273,0.285,7.000
0.324,-0.357,7.000
-0.247,0.145,7.000
-0.608,0.353,7.000
-0.543,0.723,7.000
-0.095,-0.023,7.000
-0.337,0.125,7.000
-0.191,0.329,7.000
-0.090,0.113,7.000
0.182,-0.056,7.000
-0.051,-0.185,7.000
0.029,0.073,7.000
0.169,-0.045,7.000
0.171,0.022,7.000
-0.261,0.143,7.000
-0.021,0.210,7.000
-0.078,-0.227,7.000
-0.118,-0.298,7.000
-0.260,-0.089,7.000
0.067,-0.033,7.000
0.232,-0.350,7.000
0.136,-0.204,7.000
0.092,-0.207,7.000
0.469,-0.475,7.000
-0.013,-0.297,7.000
-0.541,0.269,7.000
0.204,-0.166,7.000
0.303,-0.668,7.000
-0.396,0.667,7.000
0.124,0.003,7.000
0.523,-0.281,7.000
-0.629,0.488,7.000
-0.083,0.137,7.000
0.180,-0.041,7.000
0.034,-0.266,7.000
-0.504,0.549,7.000
0.353,-0.195,7.000
-0.267,-0.181,7.000
0.004,-0.157,7.000
-0.088,-0.330,7.000
-0.232,0.381,7.000
0.554,-0.566,7.000
-0.001,-0.005,7.000
-0.260,0.015,7.000
0.210,-0.213,7.000
0.071,-0.023,7.000
0.066,0.110,7.000
-0.848,0.766,7.000
-0.065,0.058,7.000
0.481,-0.191,7.000
0.015,0.047,7.000
-0.392,-0.038,7.000
-0.029,0.039,7.000
-0.055,-0.146,7.000
-0.132,0.041,7.000
0.179,0.027,7.000
-0.011,-0.454,7.000
-0.015,-0.080,7.000
0.189,-0.104,7.000
0.286,-0.136,7.000
0.368,-0.136,7.000
0.113,-0.247,7.000
-0.084,0.207,7.000
-0.093,0.269,7.000
-0.147,0.026,7.000
0.133,-0.187,7.000
0.017,-0.078,7.000
0.065,-0.068,7.000
0.527,-0.514,7.000
-0.517,0.065,7.000
0.181,-0.164,7.000
-0.043,-0.237,7.000
-0.492,0.747,7.000
-0.239,-0.029,7.000
0.082,0.035,7.000
0.402,-0.242,7.000
-1.021,0.825,7.000
0.228,-0.476,7.000
-0.083,0.433,7.000
-0.038,0.186,7.000
-0.006,0.000,7.000
-0.194,0.161,7.000
0.376,-0.644,7.000
0.333,-0.195,7.000
0.301,-0.504,7.000
-0.005,0.231,7.000
0.355,-0.462,7.000
0.102,-0.006,7.000
-0.178,0.189,7.000
0.210,0.008,7.000
0.202,-0.538,7.000
-0.207,-0.042,7.000
0.081,0.118,7.000
0.312,-0.569,7.000
-0.023,-0.231,7.000
-0.128,-0.263,7.000
0.066,0.171,7.000
-0.003,0.133,7.000
0.293,-0.256,7.000
-0.536,0.319,7.000
-0.089,-0.172,7.000
-0.181,0.033,7.000
0.440,-0.435,7.000
0.059,-0.215,7.000
-0.500,0.281,7.000
-0.593,0.436,7.000
0.012,0.119,7.000
-0.078,0.162,7.000
0.287,0.126,7.000
-0.147,0.054,7.000
0.217,-0.071,7.000
0.699,-0.520,7.000
-0.319,0.182,7.000
0.083,0.394,7.000
-0.305,0.283,7.000
-0.131,-0.219,7.000
-0.401,0.448,7.000
-0.671,0.565,7.000
-0.224,0.604,7.000
0.047,-0.448,7.000
-0.343,0.589,7.000
0.109,0.052,7.000
0.168,0.004,7.000
-0.054,-0.298,7.000
-0.655,0.350,7.000
-0.087,0.312,7.000
-0.426,0.492,7.000
-0.364,0.290,7.000
-0.061,-0.317,7.000
-0.416,0.240,7.000
-0.848,0.535,7.000
0.362,-0.097,7.000
0.010,-0.267,7.000
0.258,-0.404,7.000
0.303,-0.438,7.000
-0.295,0.251,7.000
0.012,0.107,7.000
0.034,-0.056,7.000
-0.155,-0.105,7.000
0.292,-0.116,7.000
-0.190,0.311,7.000
0.092,0.255,7.000
-0.000,0.043,7.000
0.397,-0.429,7.000
-0.079,0.036,7.000
-0.708,0.395,7.000
-0.500,0.284,7.000
-0.221,0.232,7.000
0.424,-0.506,7.000
0.422,-0.238,7.000
-0.070,-0.000,7.000
-0.802,0.954,7.000
0.233,-0.219,7.000
0.133,-0.055,7.000
0.708,-0.417,7.000
0.110,0.206,7.000
-0.106,-0.068,7.000
0.169,-0.150,7.000
0.604,-0.586,7.000
0.287,-0.341,7.000
-0.072,0.353,7.000
-0.471,0.318,7.000
-0.142,0.301,7.000
0.196,-0.243,7.000
-0.695,0.995,7.000
0.472,-0.272,7.000
0.324,-0.149,7.000
0.141,0.142,7.000
0.172,-0.113,7.000
0.189,0.093,7.000
-0.319,0.104,7.000
-0.361,-0.149,7.000
0.154,-0.355,7.000
0.985,-1.058,7.000
0.080,0.001,7.000
0.688,-0.785,7.000
0.021,0.250,7.000
0.053,-0.133,7.000
-0.215,0.064,7.000
0.097,-0.129,7.000
-0.321,0.483,7.000
-0.944,0.775,7.000
-0.129,-0.159,7.000
-0.059,0.090,7.000
-0.070,-0.254,7.000
0.160,0.071,7.000
-0.121,0.049,7.000
0.613,-0.433,7.000
-0.342,0.186,7.000
0.319,-0.566,7.000
-0.138,0.073,7.000
-0.218,0.377,7.000
-0.115,0.232,7.000
-0.254,0.226,7.000
0.395,-0.507,7.000
-0.396,0.143,7.000
-0.232,0.104,7.000
0.016,-0.149,7.000
0.419,-0.175,7.000
-0.227,-0.030,7.000
-0.668,0.331,7.000
0.231,-0.317,7.000
-0.088,0.004,7.000
0.251,-0.219,7.000
-0.190,0.567,7.000
0.004,0.043,7.000
-0.641,0.274,7.000
-0.477,0.554,7.000
0.069,0.123,7.000
-0.093,-0.101,7.000
-0.050,0.169,7.000
-0.476,0.374,7.000
0.492,-0.984,8.000
-0.628,1.256,8.000
-0.438,0.876,8.000
-0.109,0.219,8.000
-0.667,1.333,8.000
0.318,-0.636,8.000
-0.449,0.899,8.000
0.103,-0.207,8.000
0.133,-0.266,8.000
-0.056,0.112,8.000
0.533,-1.067,8.000
0.121,-0.242,8.000
-0.079,0.158,8.000
-0.087,0.175,8.000
-0.279,0.558,8.000
0.038,-0.076,8.000
-0.284,0.567,8.000
0.123,-0.246,8.000
-0.126,0.251,8.000
-0.369,0.739,8.000
-0.290,0.581,8.000
-0.731,1.462,8.000
-0.234,0.467,8.000
0.609,-1.217,8.000
-0.462,0.923,8.000
0.458,-0.917,8.000
0.307,-0.614,8.000
0.159,-0.318,8.000
0.162,-0.325,8.000
-0.514,1.027,8.000
0.083,-0.166,8.000
-0.145,0.289,8.000
-0.172,0.344,8.000
0.399,-0.797,8.000
-0.103,0.206,8.000
-0.133,0.266,8.000
-0.198,0.395,8.000
0.318,-0.636,8.000
-0.385,0.770,8.000
0.172,-0.345,8.000
-0.158,0.317,8.000
-0.496,0.992,8.000
-0.362,0.724,8.000
-0.086,0.171,8.000
0.693,-1.385,8.000
0.076,-0.151,8.000
-0.032,0.064,8.000
-0.268,0.536,8.000
0.119,-0.238,8.000
0.683,-1.365,8.000
0.002,-0.004,8.000
-0.368,0.736,8.000
0.101,-0.202,8.000
-0.582,1.163,8.000
-0.480,0.960,8.000
0.313,-0.627,8.000
0.889,-1.778,8.000
0.165,-0.331,8.000
0.632,-1.265,8.000
0.188,-0.376,8.000
-0.137,0.275,8.000
-0.020,0.039,8.000
0.222,-0.443,8.000
-0.145,0.289,8.000
0.423,-0.846,8.000
-0.128,0.256,8.000
0.504,-1.008,8.000
0.249,-0.498,8.000
0.469,-0.938,8.000
0.158,-0.316,8.000
-0.684,1.368,8.000
0.475,-0.950,8.000
0.423,-0.847,8.000
0.047,-0.093,8.000
-0.200,0.400,8.000
-0.306,0.613,8.000
0.027,-0.053,8.000
0.156,-0.312,8.000
0.017,-0.035,8.000
0.334,-0.668,8.000
0.116,-0.233,8.000
0.361,-0.721,8.000
0.027,-0.055,8.000
-0.217,0.434,8.000
-0.286,0.572,8.000
0.499,-0.998,8.000
-0.731,1.462,8.000
0.307,-0.614,8.000
0.004,-0.008,8.000
-0.510,1.020,8.000
0.079,-0.159,8.000
0.557,-1.114,8.000
0.021,-0.042,8.000
-0.203,0.406,8.000
0.045,-0.091,8.000
0.185,-0.369,8.000
0.015,-0.029,8.000
-0.105,0.210,8.000
0.001,-0.003,8.000
-0.394,0.787,8.000
0.309,-0.619,8.000
0.218,-0.437,8.000
0.389,-0.778,8.000
-1.003,2.006,8.000
0.437,-0.875,8.000
0.191,-0.382,8.000
0.137,-0.275,8.000
-0.576,1.151,8.000
-0.102,0.203,8.000
-0.683,1.367,8.000
-0.118,0.235,8.000
-0.284,0.567,8.000
-0.459,0.917,8.000
0.045,-0.091,8.000
0.284,-0.568,8.000
0.154,-0.307,8.000
0.258,-0.515,8.000
-0.471,0.941,8.000
-0.421,0.841,8.000
0.092,-0.185,8.000
-0.286,0.571,8.000
-0.631,1.262,8.000
-0.670,1.341,8.000
0.215,-0.429,8.000
0.174,-0.348,8.000
0.255,-0.509,8.000
-0.101,0.202,8.000
0.207,-0.413,8.000
-0.018,0.037,8.000
-0.307,0.614,8.000
0.157,-0.313,8.000
0.087,-0.173,8.000
0.258,-0.517,8.000
-0.164,0.328,8.000
0.106,-0.211,8.000
0.162,-0.325,8.000
-0.172,0.345,8.000
0.478,-0.956,8.000
-0.072,0.144,8.000
-0.440,0.880,8.000
-0.015,0.029,8.000
0.100,-0.201,8.000
0.181,-0.361,8.000
0.361,-0.722,8.000
-0.417,0.834,8.000
-0.188,0.375,8.000
0.253,-0.505,8.000
-0.751,1.502,8.000
-0.114,0.228,8.000
0.315,-0.630,8.000
0.366,-0.733,8.000
-0.577,1.154,8.000
0.130,-0.260,8.000
-0.857,1.714,8.000
-0.205,0.410,8.000
-0.037,0.075,8.000
0.648,-1.296,8.000
-0.132,0.264,8.000
-0.475,0.950,8.000
0.112,-0.223,8.000
0.138,-0.277,8.000
0.236,-0.473,8.000
-0.313,0.627,8.000
0.615,-1.231,8.000
0.811,-1.621,8.000
0.157,-0.315,8.000
-0.001,0.001,8.000
-0.332,0.663,8.000
0.183,-0.367,8.000
-0.052,0.105,8.000
-0.296,0.592,8.000
0.614,-1.228,8.000
0.374,-0.748,8.000
0.303,-0.606,8.000
-0.177,0.354,8.000
-0.071,0.143,8.000
0.410,-0.819,8.000
-0.219,0.439,8.000
0.060,-0.120,8.000
-0.393,0.786,8.000
0.558,-1.115,8.000
-0.219,0.439,8.000
0.176,-0.352,8.000
0.344,-0.689,8.000
0.227,-0.454,8.000
0.707,-1.413,8.000
0.125,-0.250,8.000
-0.645,1.290,8.000
0.091,-0.183,8.000
-0.116,0.232,8.000
0.709,-1.418,8.000
-0.618,1.235,8.000
-0.620,1.240,8.000
0.251,-0.501,8.000
0.414,-0.827,8.000
-0.468,0.937,8.000
-0.431,0.861,8.000
0.145,-0.291,8.000
-0.290,0.580,8.000
-0.127,0.253,8.000
-0.101,0.202,8.000
0.191,-0.381,8.000
0.322,-0.643,8.000
0.176,-0.352,8.000
0.504,-1.008,8.000
-0.102,0.205,8.000
0.463,-0.926,8.000
-0.613,1.225,8.000
0.155,-0.310,8.000
0.504,-1.007,8.000
0.003,-0.006,8.000
0.355,-0.709,8.000
-0.554,1.108,8.000
-0.203,0.406,8.000
0.358,-0.715,8.000
-0.214,0.428,8.000
-0.263,0.526,8.000
0.363,-0.726,8.000
0.016,-0.031,8.000
0.388,-0.775,8.000
0.695,-1.390,8.000
0.105,-0.211,8.000
0.135,-0.270,8.000
0.263,-0.527,8.000
0.139,-0.278,8.000
0.229,-0.457,8.000
0.332,-0.663,8.000
-0.215,0.430,8.000
0.501,-1.003,8.000
-0.244,0.489,8.000
0.201,-0.402,8.000
0.285,-0.570,8.000
-0.078,0.156,8.000
0.594,-1.188,8.000
0.184,-0.367,8.000
-0.105,0.210,8.000
0.095,-0.191,8.000
-0.290,0.580,8.000
-0.160,0.319,8.000
0.353,-0.707,8.000
0.183,-0.365,8.000
-0.307,0.613,8.000
0.472,-0.944,8.000
0.167,-0.333,8.000
0.258,-0.516,8.000
0.222,-0.445,8.000
0.337,-0.673,8.000
-0.270,0.541,8.000
0.130,-0.260,8.000
0.316,-0.631,8.000
-0.508,1.015,8.000
-0.034,0.069,8.000
-0.354,0.709,8.000
0.224,-0.449,8.000
-0.103,0.206,8.000
-0.005,0.009,8.000
-0.024,0.049,8.000
0.480,-0.961,8.000
-0.272,0.544,8.000
0.375,-0.750,8.000
-0.414,0.827,8.000
0.288,-0.576,8.000
0.149,-0.298,8.000
0.230,-0.460,8.000
-0.335,0.670,8.000
0.032,-0.064,8.000
0.133,-0.266,8.000
0.147,-0.294,8.000
-0.228,0.455,8.000
0.220,-0.440,8.000
0.052,-0.104,8.000
0.330,-0.659,8.000
-0.233,0.465,8.000
